customerID,churn_probability,predicted_churn_flag,risk_segment,retention_priority_score,priority_level,customer_value_proxy,intervention_urgency,suggested_action,primary_reason,secondary_reason,reason_type,expected_mechanism,suggested_success_metric,Contract,tenure,MonthlyCharges,TotalCharges,InternetService,PaymentMethod,TechSupport,OnlineSecurity,SupportServiceCount
4317-VTEOA,0.6890055265989374,1,High Risk,63.38,Priority 2,28.65,99.17,Contract-upgrade incentive,Tenure of 12 months or less,Electronic-check payment,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,1,50.75,50.75,DSL,Electronic check,No,No,1
6173-GOLSU,0.5767874972770891,1,High Risk,63.17,Priority 2,87.73,44.17,Contract-upgrade incentive,Month-to-month contract,Fiber-optic internet service,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,67,94.65,6079.0,Fiber optic,Credit card (automatic),No,No,0
6080-TCMYC,0.6177856581687557,1,High Risk,63.13,Priority 2,64.24,66.67,Contract-upgrade incentive,Electronic-check payment,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,40,81.2,3292.3,Fiber optic,Electronic check,No,No,1
9907-SWKKF,0.7440016080873969,1,High Risk,63.05,Priority 2,14.14,99.17,Contract-upgrade incentive,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,1,25.05,25.05,DSL,Mailed check,No,No,0
5016-IBERQ,0.6040293219642198,1,High Risk,62.96,Priority 2,58.36,80.83,Contract-upgrade incentive,Electronic-check payment,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,23,84.25,1968.1,Fiber optic,Electronic check,No,No,2
0082-OQIQY,0.57592881134208,1,High Risk,62.83,Priority 2,67.59,75.83,Contract-upgrade incentive,Electronic-check payment,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,29,94.2,2607.6,Fiber optic,Electronic check,Yes,No,1
0410-IPFTY,0.60228435614703,1,High Risk,62.81,Priority 2,62.18,74.17,Contract-upgrade incentive,Month-to-month contract,Fiber-optic internet service,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,31,83.85,2674.15,Fiber optic,Bank transfer (automatic),No,No,1
9512-UIBFX,0.5703362011194499,1,High Risk,62.81,Priority 2,63.37,85.0,Contract-upgrade incentive,Month-to-month contract,Fiber-optic internet service,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,18,95.15,1779.95,Fiber optic,Mailed check,No,No,1
2501-XWWTZ,0.637563790351907,1,High Risk,62.78,Priority 2,43.59,90.83,Contract-upgrade incentive,Tenure of 12 months or less,Electronic-check payment,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,11,70.2,760.05,Fiber optic,Electronic check,No,No,0
1319-YLZJG,0.6009226929377635,1,High Risk,62.75,Priority 2,52.78,90.0,Contract-upgrade incentive,Tenure of 12 months or less,Electronic-check payment,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,12,84.6,959.9,Fiber optic,Electronic check,No,Yes,3
4360-PNRQB,0.6224070242967108,1,High Risk,62.65,Priority 2,50.24,85.0,Contract-upgrade incentive,Month-to-month contract,Fiber-optic internet service,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,18,75.6,1395.05,Fiber optic,Bank transfer (automatic),No,No,0
9286-DOJGF,0.6297210226651393,1,High Risk,62.62,Priority 2,58.33,68.33,Contract-upgrade incentive,Month-to-month contract,Fiber-optic internet service,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,38,74.95,2869.85,Fiber optic,Bank transfer (automatic),No,No,0
3374-LXDEV,0.5853951320139014,1,High Risk,62.61,Priority 2,56.45,89.17,Contract-upgrade incentive,Electronic-check payment,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,13,89.4,1132.35,Fiber optic,Electronic check,Yes,No,3
3627-FHKBK,0.6180119048207761,1,High Risk,62.58,Priority 2,42.51,99.17,Contract-upgrade incentive,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,1,75.3,75.3,Fiber optic,Mailed check,No,Yes,1
5651-YLPRD,0.5937886563170512,1,High Risk,62.56,Priority 2,63.72,73.33,Contract-upgrade incentive,Electronic-check payment,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,32,86.1,2723.75,Fiber optic,Electronic check,No,No,1
1240-KNSEZ,0.7471771507636922,1,High Risk,62.54,Priority 2,11.35,99.17,Contract-upgrade incentive,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,1,20.1,20.1,No,Mailed check,No internet service,No internet service,0
3540-RZJYU,0.5904757482822011,1,High Risk,62.42,Priority 2,55.45,87.5,Contract-upgrade incentive,Electronic-check payment,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,15,86.2,1270.2,Fiber optic,Electronic check,No,Yes,1
5461-QKNTN,0.5651153771272157,1,High Risk,62.37,Priority 2,75.35,64.17,Contract-upgrade incentive,Electronic-check payment,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,43,94.3,3953.15,Fiber optic,Electronic check,Yes,No,2
4067-HLYQI,0.6365484785009269,1,High Risk,62.35,Priority 2,53.13,72.5,Contract-upgrade incentive,Month-to-month contract,Fiber-optic internet service,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,33,70.4,2406.1,Fiber optic,Bank transfer (automatic),No,No,0
5301-GAUUY,0.6054022112458697,1,High Risk,62.27,Priority 2,59.78,73.33,Contract-upgrade incentive,Month-to-month contract,Fiber-optic internet service,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,32,80.35,2596.15,Fiber optic,Bank transfer (automatic),No,No,1
7881-EVUAD,0.6907919307202083,1,High Risk,62.25,Priority 2,24.22,98.33,Contract-upgrade incentive,Tenure of 12 months or less,Electronic-check payment,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,2,42.6,72.4,DSL,Electronic check,No,Yes,2
3466-RITXD,0.5701774182709218,1,High Risk,62.24,Priority 2,65.1,78.33,Contract-upgrade incentive,Month-to-month contract,Fiber-optic internet service,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,26,92.4,2349.8,Fiber optic,Credit card (automatic),No,Yes,2
5281-BUZGT,0.5744172440605285,1,High Risk,62.22,Priority 2,69.03,70.0,Contract-upgrade incentive,Electronic-check payment,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,36,90.85,3186.7,Fiber optic,Electronic check,No,Yes,1
7855-DIWPO,0.633149953559629,1,High Risk,62.09,Priority 2,46.92,82.5,Contract-upgrade incentive,Electronic-check payment,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,21,68.65,1493.2,Fiber optic,Electronic check,No,No,0
9283-LZQOH,0.6154149350046946,1,High Risk,61.98,Priority 2,46.72,89.17,Contract-upgrade incentive,Month-to-month contract,Fiber-optic internet service,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,13,74.4,896.75,Fiber optic,Credit card (automatic),No,No,0
4248-QPAVC,0.5847494821372995,1,High Risk,61.98,Priority 2,56.08,85.83,Contract-upgrade incentive,Month-to-month contract,Fiber-optic internet service,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,17,85.35,1463.45,Fiber optic,Bank transfer (automatic),No,Yes,2
1895-QTKDO,0.6809350603216505,1,High Risk,61.93,Priority 2,24.81,99.17,Contract-upgrade incentive,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,1,43.95,43.95,DSL,Credit card (automatic),No,No,0
0599-XNYDO,0.6243842125187494,1,High Risk,61.92,Priority 2,47.83,83.33,Contract-upgrade incentive,Month-to-month contract,Fiber-optic internet service,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,20,69.8,1540.35,Fiber optic,Bank transfer (automatic),No,No,0
9992-UJOEL,0.6660254520638567,1,High Risk,61.87,Priority 2,28.64,98.33,Contract-upgrade incentive,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,2,50.3,92.75,DSL,Mailed check,No,No,1
9638-JIQYA,0.7252900331032502,1,High Risk,61.82,Priority 2,14.2,98.33,Contract-upgrade incentive,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,2,24.9,49.7,DSL,Credit card (automatic),No,No,0
6158-HDPXZ,0.7211373776590648,1,High Risk,61.72,Priority 2,14.31,99.17,Contract-upgrade incentive,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,1,25.35,25.35,DSL,Mailed check,No,No,0
2480-SQIOB,0.6785725243431205,1,High Risk,61.72,Priority 2,26.01,96.67,Contract-upgrade incentive,Tenure of 12 months or less,Electronic-check payment,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,4,44.8,169.65,DSL,Electronic check,No,No,0
4829-AUOAX,0.5441919968495157,1,High Risk,61.62,Priority 2,78.89,61.67,Contract-upgrade incentive,Month-to-month contract,Fiber-optic internet service,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,46,96.05,4399.5,Fiber optic,Bank transfer (automatic),No,No,0
2227-JRSJX,0.5416882807265372,1,High Risk,61.53,Priority 2,66.62,82.5,Contract-upgrade incentive,Month-to-month contract,Fiber-optic internet service,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,21,99.15,1956.4,Fiber optic,Bank transfer (automatic),Yes,No,2
9752-ZNQUT,0.663073961888673,1,High Risk,61.52,Priority 2,27.44,99.17,Contract-upgrade incentive,Tenure of 12 months or less,Electronic-check payment,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,1,48.6,48.6,DSL,Electronic check,No,No,1
6845-RGTYS,0.5342269327404696,1,High Risk,61.47,Priority 2,81.17,60.83,Contract-upgrade incentive,Electronic-check payment,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,47,98.75,4533.7,Fiber optic,Electronic check,No,Yes,3
2203-GHNWN,0.5919593782955427,1,High Risk,61.41,Priority 2,55.56,80.0,Contract-upgrade incentive,Month-to-month contract,Fiber-optic internet service,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,24,79.65,1928.7,Fiber optic,Mailed check,No,No,1
6022-UGGSO,0.6119880853133539,1,High Risk,61.38,Priority 2,54.63,73.33,Contract-upgrade incentive,Electronic-check payment,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,32,74.4,2276.95,Fiber optic,Electronic check,No,No,1
5419-KLXBN,0.5630324783089401,1,High Risk,61.35,Priority 2,62.76,79.17,Contract-upgrade incentive,Month-to-month contract,Fiber-optic internet service,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,25,89.15,2257.75,Fiber optic,Bank transfer (automatic),No,No,2
3658-KIBGF,0.6443792621866992,1,High Risk,61.29,Priority 2,30.99,99.17,Contract-upgrade incentive,Tenure of 12 months or less,Electronic-check payment,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,1,54.9,54.9,DSL,Electronic check,No,Yes,2
0730-KOAVE,0.5488934761203706,1,High Risk,61.2,Priority 2,68.05,75.0,Contract-upgrade incentive,Month-to-month contract,Fiber-optic internet service,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,30,94.3,2679.7,Fiber optic,Credit card (automatic),No,Yes,2
9369-XFEHK,0.5867985935783754,1,High Risk,61.15,Priority 2,60.27,72.5,Contract-upgrade incentive,Month-to-month contract,Fiber-optic internet service,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,33,80.6,2656.5,Fiber optic,Bank transfer (automatic),No,No,1
8849-AYPTR,0.5541441850704456,1,High Risk,61.12,Priority 2,67.98,72.5,Contract-upgrade incentive,Electronic-check payment,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,33,91.25,2964.05,Fiber optic,Electronic check,No,No,0
3891-PUQOD,0.631288287721431,1,High Risk,61.11,Priority 2,33.42,99.17,Contract-upgrade incentive,Tenure of 12 months or less,Electronic-check payment,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,1,59.2,59.2,DSL,Electronic check,No,No,1
5129-JLPIS,0.5107039761672744,1,High Risk,61.11,Priority 2,74.35,79.17,Contract-upgrade incentive,Electronic-check payment,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,25,105.5,2686.05,Fiber optic,Electronic check,Yes,Yes,3
9822-WMWVG,0.5020747861088763,1,High Risk,61.01,Priority 2,84.06,65.83,Contract-upgrade incentive,Electronic-check payment,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,41,106.5,4282.4,Fiber optic,Electronic check,Yes,Yes,4
4329-YPDDQ,0.5053516708928214,1,High Risk,60.98,Priority 2,72.63,83.33,Contract-upgrade incentive,Month-to-month contract,Fiber-optic internet service,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,20,108.2,2203.7,Fiber optic,Bank transfer (automatic),Yes,Yes,4
4547-LYTDD,0.600937284571613,1,High Risk,60.92,Priority 2,47.44,86.67,Contract-upgrade incentive,Electronic-check payment,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,16,72.65,1194.3,Fiber optic,Electronic check,No,No,0
1965-DDBWU,0.5562120758852892,1,High Risk,60.89,Priority 2,58.07,86.67,Contract-upgrade incentive,Month-to-month contract,Fiber-optic internet service,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,16,89.05,1448.6,Fiber optic,Credit card (automatic),Yes,No,1
9576-SYUHJ,0.5488030012301015,1,High Risk,60.87,Priority 2,70.25,69.17,Contract-upgrade incentive,Electronic-check payment,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,37,91.15,3369.25,Fiber optic,Electronic check,No,Yes,1
4570-QHXHL,0.669970040560884,1,High Risk,60.77,Priority 2,26.77,92.5,Contract-upgrade incentive,Tenure of 12 months or less,Electronic-check payment,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,9,43.75,405.7,DSL,Electronic check,No,No,0
7460-ITWWP,0.5625117796945854,1,High Risk,60.69,Priority 2,70.24,62.5,Contract-upgrade incentive,Electronic-check payment,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,45,86.1,3861.45,Fiber optic,Electronic check,No,No,1
9389-ACWBI,0.6009482483944805,1,High Risk,60.66,Priority 2,40.93,95.83,Contract-upgrade incentive,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,5,69.95,320.4,Fiber optic,Credit card (automatic),No,No,0
0310-MVLET,0.5133008520645869,1,High Risk,60.64,Priority 2,89.85,49.17,Contract-upgrade incentive,Electronic-check payment,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,61,99.15,6010.05,Fiber optic,Electronic check,No,No,1
7603-USHJS,0.5922048947331884,1,High Risk,60.58,Priority 2,46.21,90.0,Contract-upgrade incentive,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,12,73.75,871.4,Fiber optic,Credit card (automatic),No,No,0
8914-RBTSB,0.5330774046118122,1,High Risk,60.54,Priority 2,69.72,74.17,Contract-upgrade incentive,Electronic-check payment,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,31,93.8,3019.5,Fiber optic,Electronic check,No,No,2
9710-ZUSHQ,0.48960172583647166,1,High Risk,60.48,Priority 2,82.9,69.17,Contract-upgrade incentive,Month-to-month contract,Fiber-optic internet service,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,37,106.75,4056.75,Fiber optic,Bank transfer (automatic),No,Yes,2
3877-JRJIP,0.6190544433386379,1,High Risk,60.47,Priority 2,33.79,99.17,Contract-upgrade incentive,Tenure of 12 months or less,Electronic-check payment,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,1,59.85,59.85,DSL,Electronic check,No,No,0
8757-TFHHJ,0.6411244565290708,1,High Risk,60.37,Priority 2,28.12,99.17,Contract-upgrade incentive,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,1,49.8,49.8,DSL,Credit card (automatic),No,Yes,1
6557-BZXLQ,0.6016034725910256,1,High Risk,60.32,Priority 2,44.9,86.67,Contract-upgrade incentive,Electronic-check payment,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,16,69.65,1043.3,Fiber optic,Electronic check,No,No,0
0015-UOCOJ,0.6475899025013974,1,High Risk,60.2,Priority 2,28.89,94.17,Contract-upgrade incentive,Tenure of 12 months or less,Electronic-check payment,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,7,48.2,340.35,DSL,Electronic check,No,Yes,1
8601-QACRS,0.6399933338891155,1,High Risk,60.2,Priority 2,29.71,95.83,Contract-upgrade incentive,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,5,50.6,249.95,DSL,Mailed check,No,No,0
8993-PHFWD,0.6979969578958527,1,High Risk,60.12,Priority 2,14.45,97.5,Contract-upgrade incentive,Tenure of 12 months or less,Electronic-check payment,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,3,25.25,58.9,DSL,Electronic check,No,No,0
9112-WSNPU,0.6028389571058366,1,High Risk,60.12,Priority 2,53.29,70.83,Contract-upgrade incentive,Electronic-check payment,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,35,70.55,2419.0,Fiber optic,Electronic check,No,No,0
7529-ZDFXI,0.5438144454390414,1,High Risk,60.11,Priority 2,78.44,52.5,Contract-upgrade incentive,Electronic-check payment,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,57,89.85,4925.35,Fiber optic,Electronic check,No,No,1
5207-PLSTK,0.637304247883069,1,High Risk,59.99,Priority 2,27.52,99.17,Contract-upgrade incentive,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,1,48.75,48.75,DSL,Mailed check,No,Yes,1
6234-PFPXL,0.5171623331400041,1,High Risk,59.88,Priority 2,66.4,81.67,Contract-upgrade incentive,Month-to-month contract,Fiber-optic internet service,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,22,95.9,2234.95,Fiber optic,Credit card (automatic),Yes,Yes,2
4760-THGOT,0.5188100099604299,1,High Risk,59.78,Priority 2,76.12,64.17,Contract-upgrade incentive,Electronic-check payment,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,43,94.1,4107.3,Fiber optic,Electronic check,No,Yes,2
2911-WDXMV,0.5621412474086033,1,High Risk,59.75,Priority 2,53.07,85.0,Contract-upgrade incentive,Month-to-month contract,Fiber-optic internet service,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,18,80.55,1406.65,Fiber optic,Credit card (automatic),No,No,1
0749-IRGQE,0.6531467280081081,1,High Risk,59.65,Priority 2,28.34,89.17,Contract-upgrade incentive,Electronic-check payment,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,13,45.3,528.45,DSL,Electronic check,No,No,0
6769-DYBQN,0.5472116157306862,1,High Risk,59.65,Priority 2,70.25,61.67,Contract-upgrade incentive,Electronic-check payment,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,46,85.0,3969.4,Fiber optic,Electronic check,No,Yes,1
2369-FEVNO,0.6991018091799784,1,High Risk,59.63,Priority 2,11.23,99.17,Contract-upgrade incentive,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,1,19.9,19.9,No,Mailed check,No internet service,No internet service,0
3569-EDBPQ,0.5507335354067359,1,High Risk,59.6,Priority 2,58.24,80.0,Contract-upgrade incentive,Electronic-check payment,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,24,84.35,1938.05,Fiber optic,Electronic check,Yes,Yes,2
9812-GHVRI,0.5455873120053524,1,High Risk,59.51,Priority 2,67.1,66.67,Contract-upgrade incentive,Month-to-month contract,Fiber-optic internet service,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,40,83.85,3532.25,Fiber optic,Bank transfer (automatic),No,No,0
6284-AHOOQ,0.5312737799926542,1,High Risk,59.51,Priority 2,61.52,81.67,Contract-upgrade incentive,Month-to-month contract,Fiber-optic internet service,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,22,90.5,1910.6,Fiber optic,Bank transfer (automatic),Yes,No,1
6542-LWGXJ,0.6852252253545537,1,High Risk,59.34,Priority 2,14.42,97.5,Contract-upgrade incentive,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,3,25.0,78.25,DSL,Mailed check,No,No,0
6402-EJMWF,0.6102727270982264,1,High Risk,59.18,Priority 2,32.27,96.67,Contract-upgrade incentive,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,4,55.3,238.5,DSL,Mailed check,No,No,0
3331-HQDTW,0.4708559902205845,1,High Risk,59.14,Priority 2,80.56,71.67,Contract-upgrade incentive,Month-to-month contract,Fiber-optic internet service,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,34,109.8,3587.25,Fiber optic,Mailed check,No,Yes,3
2386-OWURY,0.49537468276831115,1,High Risk,59.12,Priority 2,86.6,51.67,Contract-upgrade incentive,Electronic-check payment,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,58,95.3,5817.7,Fiber optic,Electronic check,Yes,No,1
6304-IJFSQ,0.6220343372298685,1,High Risk,59.1,Priority 2,28.63,97.5,Contract-upgrade incentive,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,3,49.9,130.1,DSL,Mailed check,No,No,1
7957-RYHQD,0.5565663789727263,1,High Risk,59.09,Priority 2,62.79,66.67,Contract-upgrade incentive,Month-to-month contract,Fiber-optic internet service,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,40,79.2,3233.85,Fiber optic,Credit card (automatic),No,Yes,2
1335-NTIUC,0.6830799157141647,1,High Risk,58.62,Priority 2,15.03,92.5,Contract-upgrade incentive,Tenure of 12 months or less,Electronic-check payment,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,9,24.95,190.25,DSL,Electronic check,No,No,0
7404-JLKQG,0.5904696430007393,1,High Risk,58.33,Priority 2,33.09,97.5,Contract-upgrade incentive,Tenure of 12 months or less,Electronic-check payment,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,3,57.55,161.45,DSL,Electronic check,No,No,1
4526-ZJJTM,0.5161237911027967,1,High Risk,58.33,Priority 2,61.96,79.17,Contract-upgrade incentive,Month-to-month contract,Fiber-optic internet service,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,25,88.4,2191.15,Fiber optic,Bank transfer (automatic),No,No,2
