customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,TenureGroup,AvgMonthlySpend,SupportServiceCount,actual_churn_flag,predicted_churn_flag,churn_probability,risk_segment,customer_value_proxy,intervention_urgency,retention_priority_score,priority_level,primary_reason,secondary_reason,reason_type,suggested_action,expected_mechanism,suggested_success_metric
9227-LUNBG,Female,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.6,24.6,0-12 Months,24.6,0,1,1,0.665463843111103,High Risk,13.89,99.17,58.28,Priority 2,Tenure of 12 months or less,Electronic-check payment,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
4581-LNWUM,Female,0,No,No,13,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,49.15,649.4,13-24 Months,49.95384615384615,1,0,1,0.6184701812335066,High Risk,31.19,89.17,58.28,Priority 2,Electronic-check payment,Month-to-month contract,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
7277-OZCGZ,Female,0,No,No,22,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.05,1886.25,13-24 Months,85.73863636363636,2,0,1,0.5136695807934114,High Risk,60.57,81.67,58.21,Priority 2,Electronic-check payment,Month-to-month contract,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
5609-IMCGG,Female,0,No,No,15,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),84.35,1302.65,13-24 Months,86.84333333333333,2,0,1,0.523771939615056,High Risk,54.6,87.5,58.2,Priority 2,Month-to-month contract,Fiber-optic internet service,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
2587-EKXTS,Male,0,No,No,44,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,111.5,4915.15,25-48 Months,111.70795454545454,3,0,1,0.44353656378326245,High Risk,88.17,63.33,58.15,Priority 2,Electronic-check payment,Month-to-month contract,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
6048-QBXKL,Female,1,No,No,2,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),56.55,118.25,0-12 Months,59.125,1,0,1,0.5887392186241198,High Risk,32.28,98.33,58.14,Priority 2,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
1346-UFHAX,Female,0,No,No,13,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),80.0,1029.35,13-24 Months,79.18076923076923,1,0,1,0.5348739018887899,High Risk,50.61,89.17,58.12,Priority 2,Month-to-month contract,Fiber-optic internet service,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
9732-KPKBW,Male,0,No,No,1,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,53.95,53.95,0-12 Months,53.95,2,1,1,0.5934337459662961,High Risk,30.46,99.17,58.1,Priority 2,Tenure of 12 months or less,Electronic-check payment,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
2960-NKRSO,Male,0,No,No,24,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,85.95,2107.15,13-24 Months,87.79791666666667,3,0,1,0.5168641068527499,High Risk,60.11,80.0,58.04,Priority 2,Electronic-check payment,Month-to-month contract,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
7504-UWHNB,Male,0,No,No,25,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.75,1729.35,25-48 Months,69.17399999999999,0,0,1,0.5629852788774136,High Risk,48.89,79.17,57.88,Priority 2,Electronic-check payment,Month-to-month contract,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
4660-IRIBM,Male,0,Yes,Yes,18,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,87.9,1500.5,13-24 Months,83.36111111111111,2,0,1,0.5116665465764196,High Risk,57.72,85.0,57.88,Priority 2,Month-to-month contract,Fiber-optic internet service,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
9819-FBNSV,Male,1,Yes,No,37,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),72.25,2575.45,25-48 Months,69.60675675675675,0,0,1,0.561301662656383,High Risk,55.13,69.17,57.84,Priority 2,Month-to-month contract,Fiber-optic internet service,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
2070-FNEXE,Female,1,No,No,7,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),76.45,503.6,0-12 Months,71.94285714285715,1,1,1,0.5345232107912504,High Risk,45.61,94.17,57.6,Priority 2,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
3094-JOJAI,Male,0,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,74.15,1387.0,13-24 Months,77.05555555555556,0,0,1,0.5404957908960772,High Risk,49.39,85.0,57.53,Priority 2,Month-to-month contract,Fiber-optic internet service,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
0531-ZZJWQ,Male,1,Yes,No,55,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.0,4052.4,49-72 Months,73.68,0,0,1,0.5526879968320353,High Risk,64.58,54.17,57.43,Priority 2,Electronic-check payment,Month-to-month contract,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
0430-IHCDJ,Male,0,No,No,15,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.0,749.25,13-24 Months,49.95,0,0,1,0.6041245441300026,High Risk,31.68,87.5,57.29,Priority 2,Electronic-check payment,Month-to-month contract,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
5934-TSSAU,Female,0,Yes,Yes,23,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),75.3,1702.9,13-24 Months,74.0391304347826,1,0,1,0.5352429938642782,High Risk,51.84,80.83,57.2,Priority 2,Month-to-month contract,Fiber-optic internet service,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
8728-SKJLR,Male,0,No,No,41,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,74.25,3089.1,25-48 Months,75.34390243902439,1,0,1,0.5384510025208246,High Risk,59.2,65.83,56.98,Priority 2,Electronic-check payment,Month-to-month contract,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
1471-GIQKQ,Female,0,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,49.95,49.95,0-12 Months,49.95,1,0,1,0.5838219546207231,High Risk,28.2,99.17,56.95,Priority 2,Tenure of 12 months or less,Electronic-check payment,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
3780-YVMFA,Female,0,Yes,Yes,8,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,68.55,564.35,0-12 Months,70.54375,1,0,1,0.5412561440873171,High Risk,41.54,93.33,56.86,Priority 2,Tenure of 12 months or less,Electronic-check payment,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
0365-GXEZS,Male,0,Yes,No,18,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,78.2,1468.75,13-24 Months,81.59722222222223,2,0,1,0.515052615691948,High Risk,52.12,85.0,56.68,Priority 2,Electronic-check payment,Month-to-month contract,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
6815-ABQFQ,Male,0,Yes,No,56,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,107.25,6033.3,49-72 Months,107.7375,2,0,1,0.5153605784756794,High Risk,94.51,13.33,56.55,Priority 2,Electronic-check payment,Fiber-optic internet service,Observed risk indicators,Payment-method assistance,Reduce payment-process friction and offer a more stable payment option.,Payment-method change and 90-day retained rate
5440-VHLUL,Male,0,No,No,69,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),105.2,7386.05,49-72 Months,107.04420289855072,2,0,1,0.5232476552870196,High Risk,98.79,2.5,56.47,Priority 2,Fiber-optic internet service,No online-security subscription,Observed risk indicators,Retention call,Review needs and service friction with the customer.,Contact rate and 90-day retained rate
9572-WUKSB,Male,0,Yes,No,3,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,29.9,92.25,0-12 Months,30.75,1,0,1,0.6252148408721984,High Risk,17.24,97.5,56.45,Priority 2,Tenure of 12 months or less,Electronic-check payment,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
6286-SUUWT,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.95,19.95,0-12 Months,19.95,0,0,1,0.6454334372936595,High Risk,11.26,99.17,56.42,Priority 2,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
4983-CLMLV,Female,0,Yes,No,52,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),102.7,5138.1,49-72 Months,98.8096153846154,2,0,1,0.43623683166823923,High Risk,86.84,56.67,56.38,Priority 2,Month-to-month contract,Fiber-optic internet service,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
2669-QVCRG,Female,0,No,No,41,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),81.3,3190.65,25-48 Months,77.82073170731708,1,0,1,0.5083169923692646,High Risk,63.72,65.83,56.3,Priority 2,Month-to-month contract,Fiber-optic internet service,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
2178-PMGCJ,Male,0,No,No,22,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.7,1490.4,13-24 Months,67.74545454545455,0,0,1,0.5341875783820871,High Risk,47.49,81.67,56.17,Priority 2,Month-to-month contract,Fiber-optic internet service,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
4724-WXVWF,Male,0,No,No,48,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,95.4,4445.3,25-48 Months,92.61041666666667,2,0,1,0.45759730998192444,High Risk,78.79,60.0,56.15,Priority 2,Electronic-check payment,Month-to-month contract,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
8988-ECPJR,Female,1,Yes,Yes,34,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,79.6,2718.3,25-48 Months,79.95,1,1,1,0.5054859836500686,High Risk,60.06,71.67,56.09,Priority 2,Month-to-month contract,Fiber-optic internet service,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
6128-AQBMT,Male,1,Yes,No,41,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,53.95,2215.4,25-48 Months,54.03414634146342,2,0,1,0.5907561269576191,High Risk,42.84,65.83,56.03,Priority 2,Electronic-check payment,Month-to-month contract,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
7851-FLGGQ,Male,0,No,No,1,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,44.65,44.65,0-12 Months,44.65,2,1,1,0.5806251460238515,High Risk,25.21,99.17,56.02,Priority 2,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
8160-HOWOX,Female,0,No,No,7,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,66.85,458.1,0-12 Months,65.44285714285715,0,0,1,0.5309858529086,High Risk,39.98,94.17,55.98,Priority 2,Tenure of 12 months or less,Electronic-check payment,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
6711-VTNRE,Female,0,No,No,36,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,87.55,3078.1,25-48 Months,85.50277777777778,2,1,1,0.47825805154813017,High Risk,66.57,70.0,55.84,Priority 2,Electronic-check payment,Month-to-month contract,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
0096-BXERS,Female,0,Yes,No,6,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,50.35,314.55,0-12 Months,52.425000000000004,0,0,1,0.5678455234235807,High Risk,29.94,95.0,55.81,Priority 2,Tenure of 12 months or less,Electronic-check payment,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
8749-CLJXC,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,20.05,0-12 Months,20.05,0,0,1,0.6349045062604085,High Risk,11.32,99.17,55.8,Priority 2,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
6710-HSJRD,Male,0,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,114.1,7132.15,49-72 Months,116.92049180327868,3,0,1,0.3869910694674968,High Risk,100.0,49.17,55.59,Priority 2,Electronic-check payment,Month-to-month contract,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
9979-RGMZT,Female,0,No,No,7,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,94.05,633.45,0-12 Months,90.49285714285715,1,0,1,0.5558823888983216,High Risk,56.19,54.17,55.53,Priority 2,Tenure of 12 months or less,Fiber-optic internet service,Observed risk indicators,Onboarding support outreach,Resolve early-life experience gaps before disengagement increases.,Outreach completion and 90-day retained rate
9278-VZKCD,Female,1,Yes,No,52,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,109.1,5647.95,49-72 Months,108.61442307692307,3,0,1,0.3981229733920464,High Risk,92.37,56.67,55.48,Priority 2,Electronic-check payment,Month-to-month contract,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
6825-UYPFK,Female,0,No,No,23,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),75.6,1758.6,13-24 Months,76.4608695652174,0,1,1,0.5040617101972557,High Risk,52.33,80.83,55.45,Priority 2,Month-to-month contract,Fiber-optic internet service,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
1575-KRZZE,Female,0,No,No,4,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,55.2,220.65,0-12 Months,55.1625,2,0,1,0.5479682969333067,High Risk,32.11,96.67,55.41,Priority 2,Tenure of 12 months or less,Electronic-check payment,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
9962-BFPDU,Female,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,20.05,0-12 Months,20.05,0,0,1,0.625693294261303,High Risk,11.32,99.17,55.25,Priority 2,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
2101-RANCD,Female,0,No,No,55,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.1,4144.9,49-72 Months,75.36181818181818,0,0,1,0.515186173014155,High Risk,64.6,54.17,55.19,Priority 2,Electronic-check payment,Month-to-month contract,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
7579-OOPEC,Female,1,Yes,No,2,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),50.15,115.1,0-12 Months,57.55,1,1,1,0.554143395406312,High Risk,28.68,98.33,55.17,Priority 2,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
0363-QJVFX,Male,0,No,No,32,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),108.15,3432.9,25-48 Months,107.278125,3,1,1,0.40419482013593194,High Risk,79.67,73.33,55.17,Priority 2,Month-to-month contract,Fiber-optic internet service,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
5136-GFPMB,Male,0,No,No,54,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),89.4,4869.5,49-72 Months,90.17592592592592,1,0,1,0.4551269186311389,High Risk,77.87,55.0,55.03,Priority 2,Month-to-month contract,Fiber-optic internet service,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
1550-LOAHA,Female,0,Yes,No,32,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),84.15,2585.95,25-48 Months,80.8109375,1,1,1,0.4754171022735603,High Risk,61.84,73.33,54.98,Priority 2,Month-to-month contract,Fiber-optic internet service,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
3207-OYBWH,Male,1,Yes,No,57,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.25,5427.05,49-72 Months,95.21140350877194,2,1,1,0.4301502580934212,High Risk,84.33,52.5,54.77,Priority 2,Month-to-month contract,Fiber-optic internet service,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
2190-BCXEC,Female,0,Yes,No,40,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),78.85,3126.85,25-48 Months,78.17125,1,0,1,0.4862181700592898,High Risk,61.98,66.67,54.67,Priority 2,Month-to-month contract,Fiber-optic internet service,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
3923-CSIHK,Female,1,Yes,No,50,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.05,3444.85,49-72 Months,68.89699999999999,0,1,1,0.51555392435466,High Risk,59.45,58.33,54.55,Priority 2,Electronic-check payment,Month-to-month contract,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
7470-MCQTK,Female,0,Yes,No,13,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),48.75,633.4,13-24 Months,48.723076923076924,1,1,1,0.5575287039592264,High Risk,30.87,89.17,54.54,Priority 2,Month-to-month contract,No online-security subscription,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
0486-HECZI,Male,0,Yes,No,55,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,96.75,5238.9,49-72 Months,95.25272727272727,2,1,1,0.4222529687515721,High Risk,84.09,54.17,54.48,Priority 2,Electronic-check payment,Month-to-month contract,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
5575-TPIZQ,Male,0,No,No,46,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),89.15,4245.55,25-48 Months,92.29456521739131,1,0,1,0.44219703941609945,High Risk,74.15,61.67,54.32,Priority 2,Month-to-month contract,Fiber-optic internet service,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
1809-DMJHQ,Female,0,No,Yes,5,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,46.0,221.7,0-12 Months,44.339999999999996,0,1,1,0.5532463448371834,High Risk,26.98,95.83,54.31,Priority 2,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
9661-MHUMO,Male,1,Yes,Yes,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),49.25,49.25,0-12 Months,49.25,1,1,1,0.540975142177669,High Risk,27.8,99.17,54.28,Priority 2,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
5804-HYIEZ,Male,0,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.05,7554.05,49-72 Months,107.915,2,0,1,0.3860670788094458,High Risk,99.26,41.67,54.23,Priority 2,Electronic-check payment,Month-to-month contract,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
2309-OSFEU,Male,0,No,No,10,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,33.9,298.45,0-12 Months,29.845,0,1,1,0.5856444453066012,High Risk,20.65,91.67,54.05,Priority 2,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
4937-QPZPO,Male,0,Yes,Yes,61,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,99.9,6241.35,49-72 Months,102.31721311475411,1,0,1,0.49632408989407767,High Risk,91.59,9.17,54.05,Priority 2,Electronic-check payment,Fiber-optic internet service,Observed risk indicators,Technical-support outreach,Reduce unresolved service and support friction.,Support activation and 90-day retained rate
6834-NXDCA,Female,0,No,No,13,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,23.9,300.8,13-24 Months,23.138461538461538,0,1,1,0.6147498035895628,High Risk,15.08,89.17,54.03,Priority 2,Electronic-check payment,Month-to-month contract,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
8805-JNRAZ,Female,0,No,No,2,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,49.2,103.7,0-12 Months,51.85,1,0,1,0.5373975739903191,High Risk,28.09,98.33,54.02,Priority 2,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
5759-RCVCB,Female,0,No,No,3,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),35.2,108.95,0-12 Months,36.31666666666667,0,1,1,0.5708499898747509,High Risk,20.3,97.5,53.95,Priority 2,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
7134-MJPDY,Female,1,No,No,66,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),102.85,6976.75,49-72 Months,105.70833333333333,2,0,1,0.47730562962828366,High Risk,97.46,5.0,53.75,Priority 2,Fiber-optic internet service,No online-security subscription,Observed risk indicators,Retention call,Review needs and service friction with the customer.,Contact rate and 90-day retained rate
8840-DQLGN,Female,1,Yes,No,35,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),100.5,3653.35,25-48 Months,104.38142857142857,3,1,1,0.39553309580377266,High Risk,77.1,70.83,53.63,Priority 2,Month-to-month contract,Fiber-optic internet service,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
9767-FFLEM,Male,0,No,No,38,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),69.5,2625.25,25-48 Months,69.08552631578948,0,0,1,0.4964619041947329,High Risk,53.88,68.33,53.51,Priority 2,Month-to-month contract,Fiber-optic internet service,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
6331-LWDTQ,Male,0,No,No,10,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),72.15,794.25,0-12 Months,79.425,0,1,1,0.473188827929037,High Risk,44.87,91.67,53.36,Priority 2,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
